Lettre;Utilisé dans le Logotron;Niv.;_ Racine;Préfixe;Suffixe;Sens;Etymologie;Unicité;Explication;Exemples;Origine;Frequence;Exclusivité;RechercheV;;RechercheV;;Sens multiple
C;2;3;carpo;carpo-;;le fruit;Du grec ancien καρπός, karpós (« fruit »).;karpos : fruit;;carpophage;Grec;Moyen;;carpo-;2;;2;FALSE
C;2;1;carto;carto-;;la carte;Du latin charta (« papier, écrit, livre »), lui-même du grec ancien χάρτης kartès (« feuille de papyrus ou de papier »).;;;;Latin;Moyen;;carto-;2;;2;FALSE
C;2;3;caryo;caryo-;;le noyau;Du grec ancien κάρυον, káryon (« noix »).;caryo;;caryotype;Grec;Moyen;;caryo-;2;;2;FALSE
C;2;3;cata;cata-;;vers le bas;Du grec ancien κατά, katá (« vers le bas »).;;;;Grec;Frequent;;cata-;2;;2;FALSE
C;2;3;cèle;;-cèle;tumeur / hernie;Du grec ancien κοῖλος, koilos (« creux ») ou κήλη, kêlê (« hernie »).;;;;Grec;Frequent;;;2;-cèle;2;FALSE
C;2;1;celle;;-celle;petit(e);De l’italien -cello.;celle;;;Italien;Moyen;;;2;-celle;2;FALSE
C;2;3;cène;;-cène;récent(e) -> l'ère;Du grec ancien καινός, kainos (« nouveau, récent »).;;;éocène, holocène, miocène, oligocène, paléocène, pléistocène, pliocène, anthropocène et capitalocène.;Grec;Moyen;;;2;-cène;2;FALSE
C;1;3;cénose;;-cénose;communauté;;;;;;Rare;;;1;-cénose;1;FALSE
C;1;1;cent;cent-;;le centième;Du latin centum (« cent »).;;;;Latin;Moyen;;cent-;1;;1;FALSE
C;2;3;centèse;;-centèse;piqure;Du grec ancien κέντησις, kéntêsis (« piqure »).;;;;Grec;Rare;;;2;-centèse;2;FALSE
C;2;1;centi;centi-;;le centième;Du latin centum (« cent »).;;;centimètre;Latin;Moyen;;centi-;2;;2;FALSE
C;1;1;centr;centr-;;le centre;Du latin centrum (« branche fixe du compas, centre, nœud du bois »). Calque du grec ancien κέντρων, kentron, (aiguillon, rayon).;centro;;;Latin;Frequent;;centr-;1;;1;FALSE
C;2;1;centre;;-centre;centre;Du latin centrum (« branche fixe du compas, centre, nœud du bois »). Calque du grec ancien κέντρων, kentron, (aiguillon, rayon).;centro;;;Latin;Moyen;;;2;-centre;2;FALSE
C;2;1;centri;centri-;;le centre;Du latin centrum (« branche fixe du compas, centre, nœud du bois »). Calque du grec ancien κέντρων, kentron, (aiguillon, rayon).;centro;;;Latin;Rare;;centri-;2;;2;FALSE
C;1;1;centrique;;-centrique;centré;Du latin centrum (« branche fixe du compas, centre, nœud du bois »). Calque du grec ancien κέντρων, kentron, (aiguillon, rayon).;centro;;;Latin;Frequent;;;1;-centrique;1;FALSE
C;2;1;centrisme;;-centrisme;centrage;Du latin centrum (« branche fixe du compas, centre, nœud du bois »). Calque du grec ancien κέντρων, kentron, (aiguillon, rayon).;centro;;;Latin;Moyen;;;2;-centrisme;2;FALSE
C;2;1;centro;centro-;;le centre;Du latin centrum (« branche fixe du compas, centre, nœud du bois »). Calque du grec ancien κέντρων, kentron, (aiguillon, rayon).;centro;;;Latin;Moyen;;centro-;2;;2;FALSE
C;1;2;céphal;céphal-;;la tête;Du grec ancien κεφαλή, kephalế (« tête »).;;;;Grec;Rare;;céphal-;1;;1;FALSE
C;2;2;céphale;;-céphale;tête;Du grec ancien κεφαλή, kephalế (« tête »).;;;;Grec;Frequent;;;2;-céphale;2;FALSE
C;2;2;céphalie;;-céphalie;tête;Du grec ancien κεφαλή, kephalế (« tête »).;;;;Grec;Frequent;;;2;-céphalie;2;FALSE
C;1;2;céphalique;;-céphalique;tête;Du grec ancien κεφαλή, kephalế (« tête »).;;;;Grec;Rare;;;1;-céphalique;1;FALSE
C;2;2;céphalisme;;-céphalisme;tête;Du grec ancien κεφαλή, kephalế (« tête »).;;;;Grec;Rare;;;2;-céphalisme;2;FALSE
C;2;2;céphalo;céphalo-;;la tête;Du grec ancien κεφαλή, kephalế (« tête »).;;;;Grec;Frequent;;céphalo-;2;;2;FALSE
C;1;3;cér;cér-;;la cire;Du latin cera (« cire »).;;;;Latin;Moyen;;cér-;1;;1;FALSE
C;1;3;cérato;cérato-;;la cornée;Du grec ancien κέρας, kéras (« corne ») dont le génitif est kératos.;cérato;;;Grec;Moyen;;cérato-;1;;1;FALSE
C;2;3;cerco;cerco-;;la queue;;;;cercopithèque;;Rare;;cerco-;2;;2;FALSE
C;2;3;cère;;-cère;corne;Du grec ancien κέρας, kéras (« corne ») dont le génitif est kératos.;cérato;;;Grec;Frequent;;;2;-cère;2;FALSE
C;2;3;céri;céri-;;la cire;Du latin cera (« cire »).;;;;Latin;Moyen;;céri-;2;;2;FALSE
C;2;3;céro;céro-;;la cire;Du latin cera (« cire »).;;;;Latin;Moyen;;céro-;2;;2;FALSE
C;2;3;cerque;;-cerque;queue;;;;hétérocerque;;Moyen;;;2;-cerque;2;FALSE
C;2;3;céto;céto-;;le cétacé;Du latin cetus, venant du grec ancien κῆτος, kêtos (« baleine, poisson »).;;;;Latin;Moyen;;céto-;2;;2;FALSE
C;2;3;chalco;chalco-;;le cuivre;Du grec ancien χαλκός, khalkos (« cuivre »).;;;chalcolithe;Grec;Moyen;;chalco-;2;;2;FALSE
C;1;3;chél;chél-;;la pince;Du grec ancien χηλή, khêlê (« pince »).;;;;Grec;Rare;;chél-;1;;1;FALSE
C;2;3;chéli;chéli-;;la pince;Du grec ancien χηλή, khêlê (« pince »).;;;;Grec;Rare;;chéli-;2;;2;FALSE
C;2;3;chélo;chélo-;;la pince;Du grec ancien χηλή, khêlê (« pince »).;;;;Grec;Rare;;chélo-;2;;2;FALSE
C;2;1;chimie;;-chimie;chimie;Etymologie incertaine;chimie;;;Incertain;Frequent;;;2;-chimie;2;FALSE
C;2;1;chimio;chimio-;;la chimie;Etymologie incertaine;chimie;;;Incertain;Moyen;;chimio-;2;;2;FALSE
C;2;1;chimique;;-chimique;chimique;Etymologie incertaine;chimie;;;Incertain;Frequent;;;2;-chimique;2;FALSE
C;2;2;chire;;-chire;main;Du grec ancien χείρ (kheïr) « main ».;chiro;;macrochire;Grec;Rare;;;2;-chire;2;FALSE
C;2;2;chirie;;-chirie;main;Du grec ancien χείρ (kheïr) « main ».;chiro;;;Grec;Rare;;;2;-chirie;2;FALSE
C;2;2;chiro;chiro-;;la main;Du grec ancien χείρ (kheïr) « main ».;chiro;;chiropraxie;Grec;Moyen;;chiro-;2;;2;FALSE
C;1;2;chlor;chlor-;;chloré(e);Du grec ancien χλωρός, khlôrós (« vert »).;chloro : chlore;;chlorhydrique;Grec;Frequent;;chlor-;1;;1;FALSE
C;1;2;chlor;chlor-;;vert(e);Du grec ancien χλωρός, khlôrós (« vert »).;chloro : vert;;chloropsie;Grec;Frequent;chloropsie, chloranthe;chlor-;1;;1;TRUE
C;2;2;chloro;chloro-;;vert(e);Du grec ancien χλωρός, khlôrós (« vert »).;chloro : vert;;chlorophylle;Grec;Moyen;chlorophane, chlorophylle, chloroplaste, chloroplastique, bactériochlorophylle, chlorome, chlorolymphome, chloromyélome;chloro-;2;;2;FALSE
C;2;2;chloro;chloro-;;chloré(e);Du grec ancien χλωρός, khlôrós (« vert »).;chloro : chlore;;chlorométrie;Grec;Moyen;;chloro-;2;;2;TRUE
C;1;3;chol;chol-;;la bile;Du grec ancien χολή, kholē (« bile »).;;;;Grec;Frequent;;chol-;1;;1;FALSE
C;2;3;chola;chola-;;la bile;Du grec ancien χολή, kholē (« bile »).;;;;Grec;Absent;;chola-;2;;2;FALSE
C;2;3;cholé;cholé-;;la bile;Du grec ancien χολή, kholē (« bile »).;;;;Grec;Frequent;;cholé-;2;;2;FALSE
C;2;3;chondro;chondro-;;le cartilage;Du grec ancien χόνδρος, khóndros (« cartilage »).;;;chondrologie;Grec;Frequent;;chondro-;2;;2;FALSE
C;2;3;chore;;-chore;emplacement / dissémination;Du grec ancien χώρα (« emplacement, place »).;;;isochore, ornithochore;Grec;Moyen;;;2;-chore;2;FALSE
C;2;2;choré;choré-;;la danse;;;;;;Moyen;;choré-;2;;2;FALSE
C;1;1;chrom;chrom-;;la couleur;Du grec ancien χρῶμα, khrôma (« couleur »).;chromo;;polychromique;Grec;Frequent;;chrom-;1;;1;FALSE
C;1;1;chroma;chroma-;;la couleur;Du grec ancien χρῶμα, khrôma (« couleur »).;chromo;;chromathérapie;Grec;Rare;;chroma-;1;;1;FALSE
C;1;1;chromat;chromat-;;la couleur;Du grec ancien χρῶμα, khrôma (« couleur »).;chromo;;;Grec;Frequent;;chromat-;1;;1;FALSE
C;2;1;chromato;chromato-;;la couleur;Du grec ancien χρῶμα, khrôma (« couleur »).;chromo;;;Grec;Moyen;;chromato-;2;;2;FALSE
C;2;1;chrome;;-chrome;couleur;Du grec ancien χρῶμα, khrôma (« couleur »).;chromo;;;Grec;Frequent;;;2;-chrome;2;FALSE
C;2;1;chromie;;-chromie;couleur;Du grec ancien χρῶμα, khrôma (« couleur »).;chromo;;;Grec;Frequent;;;2;-chromie;2;FALSE
C;2;1;chromo;chromo-;;la couleur;Du grec ancien χρῶμα, khrôma (« couleur »).;chromo;;;Grec;Frequent;;chromo-;2;;2;FALSE
C;2;1;chrone;;-chrone;temps;;chrono;;;;Moyen;;;2;-chrone;2;FALSE
C;1;1;chronique;;-chronique;temporel(le);;chrono;;;;Moyen;;;1;-chronique;1;FALSE
C;2;1;chronisme;;-chronisme;temporalité;;chrono;;;;Moyen;;;2;-chronisme;2;FALSE
C;2;1;chrono;chrono-;;le temps;;chrono;;;;Frequent;;chrono-;2;;2;FALSE
C;1;3;chrys;chrys-;;l'or;Du grec ancien χρυσός, khrysós (« or »).;chryso;;;Grec;Rare;;chrys-;1;;1;FALSE
C;2;3;chryso;chryso-;;l'or;Du grec ancien χρυσός, khrysós (« or »).;chryso;;;Grec;Moyen;;chryso-;2;;2;FALSE
C;2;1;cide;;-cide;qui tue;Du latin -cida, de caedō (« frapper, tuer »).;;;fongicide;Latin;Frequent;;;2;-cide;2;FALSE
C;2;2;ciné;ciné-;;le mouvement;Du grec ancien κίνησις, kinêsis (« mouvement »).;cinèse;;cinéradiographie;Grec;Moyen;;ciné-;2;;2;FALSE
C;2;2;cinémato;cinémato-;;le mouvement;Du grec ancien κίνησις, kinêsis (« mouvement »).;cinèse;;;Grec;Moyen;;cinémato-;2;;2;FALSE
C;2;2;cinèse;;-cinèse;mouvement;Du grec ancien κίνησις, kinêsis (« mouvement »).;cinèse;;;Grec;Moyen;;;2;-cinèse;2;FALSE
C;1;2;cinési;cinési-;;le mouvement;Du grec ancien κίνησις, kinêsis (« mouvement »).;cinèse;;cinésithérapie;Grec;Rare;;cinési-;1;;1;FALSE
C;2;2;cinésie;;-cinésie;mouvement;Du grec ancien κίνησις, kinêsis (« mouvement »).;cinèse;;;Grec;Moyen;;;2;-cinésie;2;FALSE
C;1;2;cinésio;cinésio-;;le mouvement;Du grec ancien κίνησις, kinêsis (« mouvement »).;cinèse;;cinésiologie;Grec;Rare;;cinésio-;1;;1;FALSE
C;2;2;cinétique;;-cinétique;mouvement;Du grec ancien κίνησις, kinêsis (« mouvement »).;cinèse;;biocinétique;Grec;Moyen;;;2;-cinétique;2;FALSE
C;2;2;circon;circon-;;autour;;circon;;;;Rare;;circon-;2;;2;FALSE
C;1;2;circum;circum-;;autour;;circon;;;;Absent;;circum-;1;;1;FALSE
C;1;2;cis;cis-;;en deçà;;;;;;Rare;;cis-;1;;1;FALSE
C;2;3;clase;;-clase;cassure;Du grec ancien κλάσις, klásis (« cassure »).;clase;;;Grec;Moyen;;;2;-clase;2;FALSE
C;2;3;clasie;;-clasie;cassure;Du grec ancien κλάσις, klásis (« cassure »).;clase;;;Grec;Moyen;;;2;-clasie;2;FALSE
C;2;3;claste;;-claste;casseur;Du grec ancien κλάσις, klásis (« cassure »).;clase;;;Grec;Moyen;;;2;-claste;2;FALSE
C;2;2;claustro;claustro-;;enfermé(e);Du latin claustra, forme savante de cloîtrer (« enfermer »).;;;claustrophobe;Latin;Rare;;claustro-;2;;2;FALSE
C;2;2;clepto;clepto-;;le vol;;;;;;Moyen;;clepto-;2;;2;FALSE
C;2;1;climato;climato-;;l'inclinaison -> le climat;Du grec Κλίμα, de ϰλίνω, incliner, indiquant l'inclinaison de la terre, de l'équateur au pôle, et les espaces compris entre les cercles parallèles.;;;;Grec;Frequent;;climato-;2;;2;FALSE
C;0;2;clin;clin-;;l'inclinaison;Du grec ancien κλίνω, klínô (« pencher »).;clino : inclinaison;;;Grec;Absent;;clin-;0;;0;FALSE
C;2;2;cline;;-cline;inclinaison;Du grec ancien κλίνω, klínô (« pencher »).;clino : inclinaison;;écocline;Grec;Moyen;;;2;-cline;2;FALSE
C;2;2;clino;clino-;;l'inclinaison;Du grec ancien κλίνω, klínô (« pencher »).;clino : inclinaison;;clinodactylie;Grec;Moyen;;clino-;2;;2;FALSE
C;2;2;clino;clino-;;le lit;Du grec ancien κλίνη, klínê (« lit »).;clino : lit;;clinophile;Grec;Moyen;clinomanie, clinophilie, clinomane, clinophile, clinopode;clino-;2;;2;TRUE
C;2;2;co;co-;;avec;Du latin co- (« avec »), variante de con- devant un mot commençant par une voyelle.;;;;Latin;Frequent;;co-;2;;2;FALSE
C;2;3;cocci;cocci-;;la graine -> la bactérie;Du grec ancien κόκκος, kókkos (« graine, pépin »).;;;;Grec;Rare;;cocci-;2;;2;FALSE
C;2;3;coccie;;-coccie;graine -> bactérie;Du grec ancien κόκκος, kókkos (« graine, pépin »).;;;;Grec;Moyen;;;2;-coccie;2;FALSE
C;2;3;coccique;;-coccique;graine -> bactérie;Du grec ancien κόκκος, kókkos (« graine, pépin »).;;;;Grec;Moyen;;;2;-coccique;2;FALSE
C;2;3;cocco;cocco-;;la graine -> la bactérie;Du grec ancien κόκκος, kókkos (« graine, pépin »).;;;;Grec;Rare;;cocco-;2;;2;FALSE
C;2;3;coccose;;-coccose;graine -> bactérie;Du grec ancien κόκκος, kókkos (« graine, pépin »).;;;;Grec;Rare;;;2;-coccose;2;FALSE
C;2;2;cole;;-cole;cultiver / habiter / rendre un culte;Emprunté au suffixe du latin -cola, issu du verbe colere (« cultiver », « habiter », « rendre un culte »).;cult;;arboricole;Latin;Frequent;;;2;-cole;2;FALSE
C;2;3;coléo;coléo-;;l'étui;Du grec ancien κολεός, koléos (« étui, fourreau, gaine »).;;;;Grec;Moyen;;coléo-;2;;2;FALSE
C;2;2;collapso;collapso-;;l'effondrement;Du latin collapsus (« tombé en un seul bloc, écroulé »).;;;collapsologie;Moderne;Rare;;collapso-;2;;2;FALSE
C;2;3;colo;colo-;;le côlon;;;;coloscopie;Moderne;Frequent;;colo-;2;;2;FALSE
C;2;1;colore;;-colore;couleur;Du latin color.;colore;;bicolore;Latin;Moyen;;;2;-colore;2;FALSE
C;2;1;colori;colori-;;la couleur;Du latin color.;colore;;colorimétrie;Latin;Moyen;;colori-;2;;2;FALSE
C;2;3;colpo;colpo-;;le vagin;Du grec ancien κόλπος kolpos (« sein de la mère, pli, repli »).;;;;Grec;Frequent;;colpo-;2;;2;FALSE
C;1;2;com;com-;;avec;Variante de con-, issue de la préposition latine cum « avec », devant un mot commençant par b, m, p.;;;;Latin;Moyen;;com-;1;;1;FALSE
C;2;2;con;con-;;avec;Du latin con- (« avec, tous ensemble, tout »), préfixe dérivé de cum (avec).;;;;Latin;Frequent;;con-;2;;2;FALSE
C;2;3;concho;concho-;;la coquille;Du latin concha (« coquille »).;concho;;;Latin;Rare;;concho-;2;;2;FALSE
C;2;3;conchylio;conchylio-;;le coquillage;Du latin conchylium (« coquillage »).;concho;;;Latin;Moyen;;conchylio-;2;;2;FALSE
C;2;1;contra;contra-;;contre;Du latin contra, un comparatif formé sur cum de la même manière que in-tra, ex-tra.;;;contraceptif;Latin;Rare;;contra-;2;;2;FALSE
C;2;3;cope;;-cope;qui coupe;Du grec ancien ξυλοκόπος, xylokópos).;;;;Grec;Moyen;;;2;-cope;2;FALSE
C;2;3;copro;copro-;;l'excrément;Du grec ancien κόπρος, kópros (« excrément »).;copro;;coprophage;Grec;Moyen;;copro-;2;;2;FALSE
C;2;3;coque;;-coque;graine -> bactérie;Du grec ancien κόκκος, kókkos (« graine, pépin »).;;;;Grec;Moyen;;;2;-coque;2;FALSE
C;2;3;cortico;cortico-;;l'écorce / le cortex;Du latin cortex, corticis (« enveloppe, écorce »).;;;;Latin;Moyen;;cortico-;2;;2;FALSE
C;1;1;cosm;cosm-;;l'univers;Du latin cosmos (« monde ») emprunté au grec ancien κόσμος, kósmos (« ordre, bon ordre, parure »), pour les pythagoriciens : « ordre de l’univers » d’ou « univers », « monde » et en particulier « le ciel », « les astres ».;cosmo;;cosmique;Latin;Rare;;cosm-;1;;1;FALSE
C;2;1;cosme;;-cosme;univers;Du latin cosmos (« monde ») emprunté au grec ancien κόσμος, kósmos (« ordre, bon ordre, parure »), pour les pythagoriciens : « ordre de l’univers » d’ou « univers », « monde » et en particulier « le ciel », « les astres ».;cosmo;;;Latin;Rare;;;2;-cosme;2;FALSE
C;1;1;cosmique;;-cosmique;universalité;Du latin cosmos (« monde ») emprunté au grec ancien κόσμος, kósmos (« ordre, bon ordre, parure »), pour les pythagoriciens : « ordre de l’univers » d’ou « univers », « monde » et en particulier « le ciel », « les astres ».;cosmo;;;Latin;Rare;;;1;-cosmique;1;FALSE
C;2;1;cosmo;cosmo-;;l'univers;Du latin cosmos (« monde ») emprunté au grec ancien κόσμος, kósmos (« ordre, bon ordre, parure »), pour les pythagoriciens : « ordre de l’univers » d’ou « univers », « monde » et en particulier « le ciel », « les astres ».;cosmo;;;Latin;Frequent;;cosmo-;2;;2;FALSE
C;2;1;couranto;couranto-;;le courant;Du français courant;;;courantologie;Moderne;Rare;;couranto-;2;;2;FALSE
C;2;2;cranio;cranio-;;le crâne;Du grec ancien κρανίον, kraníon (« crâne, casque »).;;;craniologie;Grec;Frequent;;cranio-;2;;2;FALSE
C;2;1;crate;;-crate;gouverneur;Du grec ancien κράτος, kratos (« force, pouvoir »).;crate;;;Grec;Moyen;;;2;-crate;2;FALSE
C;2;1;cratie;;-cratie;gouvernance;Du grec ancien κράτος, kratos (« force, pouvoir »).;crate;;;Grec;Frequent;;;2;-cratie;2;FALSE
C;1;1;cratique;;-cratique;gouvernance;Du grec ancien κράτος, kratos (« force, pouvoir »).;crate;;;Grec;Frequent;;;1;-cratique;1;FALSE
C;2;1;cratisme;;-cratisme;gouvernance;Du grec ancien κράτος, kratos (« force, pouvoir »).;crate;;;Grec;Moyen;;;2;-cratisme;2;FALSE
C;2;1;crimino;crimino-;;le crime;Du latin crimen (« crime »). Apparenté au grec ancien κρῖμα, krima (« objet d'un contestation, contestation, querelle ») dérivé de κρίνω, krino (« trier, trancher, juger »).;;;criminologie;Latin;Moyen;;crimino-;2;;2;FALSE
C;2;3;crine;;-crine;sécrétion;Du grec ancien κρίνω, krínô (« séparer, secréter »).;;;;Grec;Moyen;;;2;-crine;2;FALSE
C;1;3;crino;crino-;;la sécrétion;Du grec ancien κρίνω, krínô (« séparer, secréter »).;;endo- n'existe pas en tant que 1er préfixe;endocrinologie, exocrinopathie;Grec;Moyen;;crino-;1;;1;FALSE
C;2;1;cristallo;cristallo-;;le cristal;;;;;;Frequent;;cristallo-;2;;2;FALSE
C;2;2;cruci;cruci-;;la croix;Du latin crux, « croix ».;;;;Latin;Rare;;cruci-;2;;2;FALSE
C;2;2;cryo;cryo-;;froid(e);;;;;;Frequent;;cryo-;2;;2;FALSE
C;1;1;crypt;crypt-;;caché(e);Du grec ancien κρυπτός, kruptós (« couvert, caché »).;;;;Grec;Moyen;;crypt-;1;;1;FALSE
C;2;1;crypto;crypto-;;caché(e);Du grec ancien κρυπτός, kruptós (« couvert, caché »).;;;;Grec;Frequent;;crypto-;2;;2;FALSE
C;2;3;cule;;-cule;petit(e);Du latin -culus, -cula, culum.;cule;;ventricule;Latin;Moyen;;;2;-cule;2;FALSE
C;2;2;culteur;;-culteur;cultivateur;Du latin cultor, même sens, de cultus, participe du verbe colo (« cultiver »).;cult;;;Latin;Moyen;;;2;-culteur;2;FALSE
C;2;2;culture;;-culture;culture;Du latin cultura (« culture »).;cult;;;Latin;Frequent;;;2;-culture;2;FALSE
C;0;3;cunni;cunni-;;le sexe féminin;Du latin cunnus : Sexe de la femme.;;Un seul mot trouvé : non retenu;cunnilingus;Latin;Absent;;cunni-;0;;0;FALSE
C;2;1;curvi;curvi-;;la courbe;Du latin curvus, « courbe ».;;;;Latin;Moyen;;curvi-;2;;2;FALSE
C;1;3;cyan;cyan-;;bleu(e);Du grec ancien κύανος, kúanos (« minerai bleu employé en teinture »).;;;;Grec;Moyen;;cyan-;1;;1;FALSE
C;2;3;cyane;;-cyane;bleu(e);Du grec ancien κύανος, kúanos (« minerai bleu employé en teinture »).;;;anthocyane;Grec;Rare;;;2;-cyane;2;FALSE
C;2;3;cyano;cyano-;;bleu(e);Du grec ancien κύανος, kúanos (« minerai bleu employé en teinture »).;;;;Grec;Frequent;;cyano-;2;;2;FALSE
C;1;2;cyber;cyber-;;piloter -> internet;Du grec ancien κυϐερνητική, kybernêtikê (« art de piloter, art de gouverner »), dérivé de κυβερνάω, kybernáó (« piloter »), lequel donne le latin gubernare, d’où gouverner en français.;;;;Grec;Rare;;cyber-;1;;1;FALSE
C;1;1;cycl;cycl-;;la roue;Du latin cyclus emprunté au grec ancien κύκλος, kyklos (« cercle, rond, ronde »).;cyclo;;;Latin;Moyen;;cycl-;1;;1;FALSE
C;2;1;cycle;;-cycle;cercle;Du latin cyclus emprunté au grec ancien κύκλος, kyklos (« cercle, rond, ronde »).;cyclo;;;Latin;Moyen;;;2;-cycle;2;FALSE
C;1;1;cyclique;;-cyclique;circularité;Du latin cyclus emprunté au grec ancien κύκλος, kyklos (« cercle, rond, ronde »).;cyclo;;;Latin;Frequent;;;1;-cyclique;1;FALSE
C;2;1;cyclisme;;-cyclisme;circularité;Du latin cyclus emprunté au grec ancien κύκλος, kyklos (« cercle, rond, ronde »).;cyclo;;;Latin;Absent;;;2;-cyclisme;2;FALSE
C;2;1;cyclo;cyclo-;;la roue;Du latin cyclus emprunté au grec ancien κύκλος, kyklos (« cercle, rond, ronde »).;cyclo;;;Latin;Frequent;;cyclo-;2;;2;FALSE
C;2;3;cyno;cyno-;;le chien;Du grec ancien κυνός, kynós (« de chien »).;;;;Grec;Moyen;;cyno-;2;;2;FALSE
C;1;3;cyst;cyst-;;la vessie -> la vésicule;Du grec ancien κύστις, kustis (« vessie », « sac »).;;;;Grec;Frequent;;cyst-;1;;1;FALSE
C;2;3;cyste;;-cyste;vessie -> vésicule;Du grec ancien κύστις, kustis (« vessie », « sac »).;;;;Grec;Moyen;;;2;-cyste;2;FALSE
C;2;3;cysto;cysto-;;la vessie -> la vésicule;Du grec ancien κύστις, kustis (« vessie », « sac »).;;;;Grec;Frequent;;cysto-;2;;2;FALSE
C;2;2;cyte;;-cyte;cellule;Du grec ancien κύτος, kutos (« cavité, cellule »).;;;;Grec;Frequent;;;2;-cyte;2;FALSE
C;2;2;cyto;cyto-;;la cellule;Du grec ancien κύτος, kutos (« cavité, cellule »).;;;;Grec;Frequent;;cyto-;2;;2;FALSE
D;2;2;dactyle;;-dactyle;doigt;Du grec ancien δάκτυλος, daktylos (« doigt »).;dactylo;;ptérodactyle;Grec;Frequent;;;2;-dactyle;2;FALSE
D;2;2;dactylie;;-dactylie;doigt;Du grec ancien δάκτυλος, daktylos (« doigt »).;dactylo;;hétérodactylie;Grec;Moyen;;;2;-dactylie;2;FALSE
D;2;2;dactylo;dactylo-;;le doigt;Du grec ancien δάκτυλος, daktylos (« doigt »).;dactylo;;dactylographe;Grec;Frequent;;dactylo-;2;;2;FALSE
D;1;1;dé;dé-;;enlever;Du latin dis- ou de dé- avec un s intercalaire euphonique.;;;défaire;Latin;Frequent;;dé-;1;;1;FALSE
D;2;1;débilo;débilo-;;le débile;;;;;Néologisme amusant;Absent;;débilo-;2;;2;FALSE
D;2;1;déca;déca-;;dix;Du grec ancien δέκα, deca (« dix »).;;;décalogue;Grec;Frequent;;déca-;2;;2;FALSE
D;2;1;déci;déci-;;le dixième;Du latin decimus (« dixième »).;;;;Latin;Rare;;déci-;2;;2;FALSE
D;2;1;demi;demi-;;la moitié;D’abord utilisé comme adjectif, du latin tardif dimedius, du latin dimidius (« demi ») dérivant de dis (participe marquant une division, voisin de bis) et de medius (« qui est au milieu, central »).;demi;;demimesure;Latin;Absent;;demi-;2;;2;FALSE
D;2;1;démo;démo-;;le peuple;;démo;;;;Moyen;;démo-;2;;2;FALSE
D;2;1;démono;démono-;;le démon;;;;;;Moyen;;démono-;2;;2;FALSE
D;2;3;dendro;dendro-;;arborescent(e);Du grec ancien δένδρον, dendron, « arbre ».;dendron;;;Grec;Frequent;;dendro-;2;;2;FALSE
D;2;3;dendron;;-dendron;arbre;Du grec ancien δένδρον, dendron, « arbre ».;dendron;;;Grec;Rare;;;2;-dendron;2;FALSE
D;2;1;densi;densi-;;dense;Du latin densus (« dense »).;;;densimètre;Latin;Moyen;;densi-;2;;2;FALSE
D;2;1;densito;densito-;;dense;Du latin densus (« dense »).;;;densitomètre;Latin;Moyen;;densito-;2;;2;FALSE
D;2;2;déonto;déonto-;;convenable;Du grec ancien δέον, déon (« ce qui convient, ce qui est convenable »).;;Déon + to;déontologie;Grec;Rare;;déonto-;2;;2;FALSE
D;1;1;derm;derm-;;la peau;Du grec ancien δέρμα, derma (« peau »).;;;épidermique;Grec;Moyen;;derm-;1;;1;FALSE
D;1;1;derma;derma-;;la peau;Du grec ancien δέρμα, derma (« peau »).;;;hypodermatomie;Grec;Rare;;derma-;1;;1;FALSE
D;2;1;dermat;dermat-;;la peau;Du grec ancien δέρμα, derma (« peau »).;;;dermatite;Grec;Moyen;;dermat-;2;;2;FALSE
D;2;1;dermato;dermato-;;la peau;Du grec ancien δέρμα, derma (« peau »).;;;dermatologie;Grec;Frequent;;dermato-;2;;2;FALSE
D;2;1;derme;;-derme;peau;Du grec ancien δέρμα, derma (« peau »).;;;;Grec;Frequent;;;2;-derme;2;FALSE
D;2;1;dermie;;-dermie;peau;Du grec ancien δέρμα, derma (« peau »).;;;;Grec;Moyen;;;2;-dermie;2;FALSE
D;2;1;dermique;;-dermique;peau;Du grec ancien δέρμα, derma (« peau »).;;;;Grec;Frequent;;;2;-dermique;2;FALSE
D;2;1;dermo;dermo-;;la peau;Du grec ancien δέρμα, derma (« peau »).;;;;Grec;Frequent;;dermo-;2;;2;FALSE
D;1;1;dés;dés-;;enlever;Du latin dis- ou de dé- avec un s intercalaire euphonique.;;;déshumaniser;Latin;Moyen;;dés-;1;;1;FALSE
D;2;2;dextro;dextro-;;à droite;Du latin dextra (« main droite, côté droit »).;;;dextrogyre;Latin;Rare;;dextro-;2;;2;FALSE
D;2;2;di;di-;;double;Du grec ancien δι-, di- (« deux » ou « double »). Ce préfixe n'est réellement vivant, en français, que dans la langue de la chimie, où il tend à supplanter bi-. En dehors de ce domaine, le préfixe vivant est bi-.;di;;diacide, dimorphisme;Grec;Frequent;;di-;2;;2;FALSE
D;2;2;dia;dia-;;à travers;Du grec ancien διά, dia (« à travers »).;;;diacritique;Grec;Frequent;;dia-;2;;2;FALSE
D;2;1;diagnostic;;-diagnostic;diagnostic;Du grec ancien διαγνωστικός, diagnostikós (« capable de discerner »).;;;;Grec;Moyen;;;2;-diagnostic;2;FALSE
D;2;2;dicho;dicho-;;en deux;Du grec ancien δίχα, dikha (« en deux »).;;;dichotomie;Grec;Moyen;;dicho-;2;;2;FALSE
D;2;1;didacte;;-didacte;enseignant;;didacte;;;;Rare;;;2;-didacte;2;FALSE
